tau,subject,density_mean,mean_degree,isolated_nodes_mean
0.35,S29,0.5165789473684211,9.298421052631578,0.8
0.35,S30,0.4805218173639227,8.649392712550608,0.8153846153846154
0.35,S31,0.4122076023391813,7.419736842105263,2.35
0.35,S32,0.6230576441102758,11.215037593984963,0.8285714285714286
0.35,S33,0.4202729044834308,7.564912280701755,1.45
0.35,S34,0.743358395989975,13.38045112781955,0.32857142857142857
0.35,S35,0.5604288499025342,10.087719298245615,0.95
0.35,S36,0.585547201336675,10.53984962406015,0.9571428571428572
0.35,S37,0.560672514619883,10.092105263157896,1.075
0.35,S38,0.5126315789473684,9.227368421052631,0.61
0.35,S39,0.4365914786967418,7.858646616541353,2.1285714285714286
0.35,S40,0.4070175438596491,7.326315789473684,2.0
0.35,S41,0.5519168291098117,9.934502923976607,0.6444444444444445
0.35,S42,0.5461152882205512,9.830075187969925,0.6142857142857143
0.35,S43,0.45079365079365075,8.114285714285714,0.6142857142857143
0.35,S44,0.501169590643275,9.021052631578947,1.7428571428571429
0.4,S01,0.4609356725146199,8.296842105263158,1.3333333333333333
0.4,S02,0.547451963241437,9.854135338345865,1.3142857142857143
0.4,S03,0.4623781676413256,8.322807017543859,1.9666666666666666
0.4,S05,0.43201754385964913,7.776315789473684,1.4375
0.4,S06,0.424780701754386,7.646052631578947,2.775
0.4,S07,0.41837928153717624,7.530827067669173,1.8142857142857143
0.4,S08,0.47068713450292404,8.472368421052632,1.66875
0.4,S09,0.42748538011695913,7.6947368421052635,2.21
0.4,S10,0.5704191033138402,10.267543859649123,1.1666666666666667
0.4,S12,0.4522138680033416,8.139849624060151,2.0714285714285716
0.4,S13,0.3960038986354776,7.128070175438596,2.45
0.4,S14,0.40540935672514616,7.2973684210526315,2.175
0.4,S15,0.4464912280701755,8.036842105263158,2.1
0.4,S16,0.46805555555555556,8.425,1.3125
0.4,S17,0.4311612364243943,7.760902255639098,1.2714285714285714
0.4,S18,0.4687134502923976,8.436842105263159,1.4214285714285715
0.4,S19,0.40429996560027515,7.277399380804954,2.570588235294118
0.4,S20,0.41027568922305757,7.384962406015037,2.1
0.4,S21,0.3769980506822612,6.7859649122807015,4.15
0.4,S22,0.3652464494569758,6.574436090225564,3.0428571428571427
0.4,S23,0.3623294346978557,6.521929824561403,2.558333333333333
0.4,S24,0.4058029689608637,7.304453441295546,2.1769230769230767
0.4,S25,0.3681704260651629,6.627067669172932,3.05
0.4,S26,0.4751044277360067,8.55187969924812,1.8
0.4,S27,0.39248120300751876,7.064661654135338,2.157142857142857
0.4,S28,0.5568922305764411,10.02406015037594,1.1571428571428573
0.4,S29,0.44824561403508767,8.06842105263158,1.595
0.4,S30,0.4147098515519568,7.464777327935223,1.676923076923077
0.4,S31,0.34349415204678363,6.182894736842106,4.0875
0.4,S32,0.5738512949039265,10.329323308270677,1.2571428571428571
0.4,S33,0.34502923976608185,6.2105263157894735,2.85
0.4,S34,0.7066833751044278,12.7203007518797,0.5571428571428572
0.4,S35,0.4985380116959065,8.973684210526315,1.6166666666666667
0.4,S36,0.5297410192147035,9.53533834586466,1.6857142857142857
0.4,S37,0.5081140350877192,9.146052631578947,1.6625
0.4,S38,0.4465497076023391,8.037894736842105,1.28
0.4,S39,0.3751044277360067,6.7518796992481205,3.4714285714285715
0.4,S40,0.34394319131161233,6.190977443609023,3.3714285714285714
0.4,S41,0.49220272904483425,8.859649122807017,1.2222222222222223
0.4,S42,0.4845446950710107,8.721804511278195,1.2
0.4,S43,0.37468671679197996,6.7443609022556394,1.7
0.4,S44,0.4388471177944862,7.899248120300752,2.757142857142857
0.45,S01,0.39442495126705657,7.099649122807017,2.4066666666666667
0.45,S02,0.49381787802840427,8.888721804511277,2.2714285714285714
0.45,S03,0.40769980506822606,7.338596491228071,3.3
0.45,S05,0.3665204678362573,6.597368421052631,2.55
0.45,S06,0.36944444444444435,6.65,3.95
0.45,S07,0.35313283208020046,6.356390977443609,3.057142857142857
0.45,S08,0.4116593567251462,7.409868421052631,2.8375
0.45,S09,0.37070175438596487,6.672631578947368,3.48
0.45,S10,0.5199805068226121,9.359649122807017,1.8333333333333333
0.45,S12,0.3967418546365915,7.141353383458647,3.357142857142857
0.45,S13,0.33440545808966854,6.019298245614035,4.333333333333333
0.45,S14,0.3453947368421052,6.217105263157895,3.4375
0.45,S15,0.389766081871345,7.015789473684211,3.3833333333333333
0.45,S16,0.4089912280701754,7.3618421052631575,2.1
0.45,S17,0.3682539682539682,6.628571428571429,2.1714285714285713
0.45,S18,0.41194653299916456,7.415037593984962,2.4714285714285715
0.45,S19,0.34509803921568627,6.211764705882353,3.723529411764706
0.45,S20,0.34979114452798665,6.29624060150376,3.342857142857143
