fold,test_subject,train_n,test_n,experiment,gpu_id,duration_s,peak_mem_gb,n_ensemble,opt_threshold,T_post,opt_threshold_cal,alpha_strategy,focal_gamma,lambda_dann,lambda_mmd,mmd_mode,norm_mode,y_true,y_prob,accuracy,precision,recall,f1,kappa,mcc,balanced_acc,roc_auc,pr_auc,ece,accuracy_cal,precision_cal,recall_cal,f1_cal,kappa_cal,mcc_cal,balanced_acc_cal,roc_auc_cal,pr_auc_cal,ece_cal
9,S10,732,12,abl_no_contrastive,1,1068.12,0.858,5,0.44,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[0.3560042679309845, 0.37571955323219297, 0.33898173570632933, 0.37332557439804076, 0.3499230325222015, 0.36479162573814394, 0.35679166913032534, 0.5879880309104919, 0.3886418163776398, 0.5800256669521332, 0.4637755751609802, 0.6526717901229858]",0.8333333333333334,0.75,0.75,0.75,0.625,0.625,0.8125,0.875,0.875,0.48427997181812915,0.9166666666666666,1.0,0.75,0.8571428571428571,0.8,0.816496580927726,0.875,0.875,0.875,0.6626140668472863
10,S12,742,7,abl_no_contrastive,1,2178.21,0.858,5,0.47,0.0585,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 1, 1, 0, 1, 1]","[0.3989164650440216, 0.4895285785198212, 0.608929717540741, 0.3407309889793396, 0.3203638941049576, 0.4627961039543152, 0.4954605042934418]",0.7142857142857143,1.0,0.6,0.75,0.46153846153846156,0.5477225575051661,0.8,0.9,0.9666666666666666,0.3969777315855026,0.42857142857142855,1.0,0.2,0.3333333333333333,0.125,0.2581988897471611,0.6,0.9,0.9666666666666666,0.38409184662819057
11,S13,744,6,abl_no_contrastive,1,929.52,0.858,5,0.44,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 1, 1]","[0.35114449858665464, 0.3148971378803253, 0.32619582414627074, 0.32695680260658266, 0.36602641344070436, 0.3596424341201782]",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.32585614820321396,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.6666614250501641
12,S14,730,8,abl_no_contrastive,1,853.29,0.859,5,0.44,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[1, 0, 1, 0, 1, 1, 1, 1]","[0.41459375619888306, 0.4058093190193176, 0.5168806612491608, 0.42040811777114867, 0.5596736609935761, 0.5777984261512756, 0.6102857232093811, 0.5735286116600037]",0.875,1.0,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.7453559924999299,0.9166666666666667,0.9166666666666667,0.9761904761904762,0.3651277154684067,0.875,1.0,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.7453559924999299,0.9166666666666667,0.9166666666666667,0.9761904761904762,0.2767595549045981
1,S01,726,15,abl_no_contrastive,0,1998.28,0.859,5,0.49,0.5578,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0.3240863174200058, 0.31769277453422545, 0.5677270114421844, 0.5733993887901306, 0.6355520606040954, 0.6145655274391174, 0.6890301585197449, 0.5653851270675659, 0.3750903159379959, 0.5706499278545379, 0.576022082567215, 0.6080069661140441, 0.5860035955905915, 0.6043196856975556, 0.5682391464710236]",0.9333333333333333,0.9166666666666666,1.0,0.9565217391304348,0.8148148148148149,0.82915619758885,0.875,0.8636363636363636,0.9406172110717566,0.3882819942633311,0.9333333333333333,0.9166666666666666,1.0,0.9565217391304348,0.8148148148148149,0.82915619758885,0.875,0.8636363636363636,0.9406172110717566,0.35345442104019026
2,S02,742,7,abl_no_contrastive,0,990.52,0.858,5,0.39,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 0, 1, 1]","[0.44890122413635253, 0.5563459932804108, 0.43071399331092836, 0.6257951021194458, 0.6111839354038239, 0.6665783405303956, 0.7052368283271789]",0.2857142857142857,0.2857142857142857,1.0,0.4444444444444444,0.0,0.0,0.5,1.0,1.0,0.410721617937088,0.5714285714285714,0.4,1.0,0.5714285714285714,0.27586206896551735,0.4,0.7,1.0,1.0,0.7100793878239376
3,S03,742,6,abl_no_contrastive,0,1325.63,0.858,5,0.36,0.4115,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 1, 0]","[0.2924707502126694, 0.29686211347579955, 0.2983042523264885, 0.3803553581237793, 0.3216521471738815, 0.3111332893371582]",0.6666666666666666,0.0,0.0,0.0,-0.19999999999999996,-0.2,0.4,0.8,0.5,0.5165370148917039,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.5,0.7052913286801425
4,S05,740,8,abl_no_contrastive,0,2084.55,0.858,5,0.48,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 0, 1, 1, 1, 1, 0]","[0.34488760232925414, 0.3239825129508972, 0.2707544907927513, 0.5688282787799835, 0.6758408546447754, 0.5117290198802948, 0.2863486558198929, 0.43364170789718626]",0.75,1.0,0.6,0.75,0.5294117647058824,0.6,0.8,0.7333333333333334,0.8761904761904762,0.32299835961312057,0.75,1.0,0.6,0.75,0.5294117647058824,0.6,0.8,0.7333333333333334,0.8761904761904762,0.40941091252233647
5,S06,738,8,abl_no_contrastive,0,896.29,0.858,5,0.39,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[1, 0, 1, 1, 0, 0, 1, 0]","[0.6038020730018616, 0.6439607381820679, 0.49037487506866456, 0.4215782225131989, 0.39147253036499025, 0.4148706138134003, 0.6557968378067016, 0.5860222220420838]",0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.5,0.6875,0.7333333333333333,0.20222671926021574,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6875,0.7333333333333333,0.5385882351611118
6,S07,744,7,abl_no_contrastive,0,916.69,0.858,5,0.41,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 0, 0, 0, 1, 1]","[0.5967633128166199, 0.48253546953201293, 0.36184731125831604, 0.5189944267272949, 0.37829129695892333, 0.7212748765945435, 0.4917903423309326]",0.7142857142857143,0.6,1.0,0.75,0.46153846153846156,0.5477225575051661,0.75,0.6666666666666666,0.7,0.518381438085011,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.16666666666666674,-0.16666666666666666,0.41666666666666663,0.6666666666666666,0.7,0.6225754117037656
